pattern_type,props,utterance,ltl_formula
strictly_ordered_visit,"['a', 'b', 'c']","go to a only then go to b, only then go to c while visiting a and b only once",& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",go to a first. go to b second and do not visit a again. go to c third and do not visit b again. ,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
sequenced_visit,"['a', 'b']",go to a and then to b,F & a F b
sequenced_visit,"['a', 'b']",make sure to go to b after you visit a.,F & a F b
sequenced_visit,"['a', 'b']","go to a. finally, go to b.",F & a F b
sequenced_visit,"['a', 'b']","travel first to a, and then make your way to b.",F & a F b
sequenced_visit,"['a', 'b']",visit a then visit b,F & a F b
sequenced_visit,"['a', 'b', 'c', 'd']",go to a. then go to b. then go to c. then go to d.,F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']","travel from a to b to c to d, and make sure to go to b after a, c after b, and d after c",F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']",travel to a. then travel to b. then go to c. then reach d.,F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']",travel from a to b to c to d.,F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']","first go to a. then visit b. then move to c. finally, reach d. ",F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",visit b after you visit a. visit c after you visit b. visit d after you visit c. visit h after you visit d.,F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']","go to a, then go to b, then go to c, then go to d, then go to h.",F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']","visit a, then b, then c, then d, and finally h.",F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",visit a. visit b after a. then visit c after b. then visit d after c. finally visit h after d.,F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']","make your way to a. visit b afterwards. then go to c after that, and d after that. finally go to h. ",F & a F & b F & c F & d F h
ordered_visit,"['a', 'b', 'c']","visit a, b, and c, where b does not proceed a and c does not proceed b.",& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']","go to b after you have visited a, and go to c after you have visited b.",& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']","visit a first while avoiding b, and then move to b while avoiding c, then visit c.",& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']","first go to a. then go to b only after a. finally, go to c only after b.",& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']","first go to a while staying away from b. then, go to b while staying away from c. finally, visit c.",& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c', 'd']",visit a first while avoiding b. then visit b while avoiding c. then visit c while avoiding d. then visit d.,& U ! b a & U ! c b & U ! d c F d
ordered_visit,"['a', 'b', 'c', 'd']",reach a without going to b. then go to b without passing c. then go to c without passing d. finally go to d.,& U ! b a & U ! c b & U ! d c F d
ordered_visit,"['a', 'b', 'c', 'd']",visit a without visiting b. then visit b without visiting c. then visit c without visiting d. finally visit d.,& U ! b a & U ! c b & U ! d c F d
ordered_visit,"['a', 'b', 'c', 'd']",first go to a while avoiding b; then go to b while staying away from c. then go to c while staying away from d. then visit d.,& U ! b a & U ! c b & U ! d c F d
ordered_visit,"['a', 'b', 'c', 'd']",go to a then b then c finally d. you cannot visit b before a. you cannot visit c before b. you cannot visit d before c.,& U ! b a & U ! c b & U ! d c F d
strictly_ordered_visit,"['a', 'b']","visit a first, then visit b while only visiting each location once.",& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",first go to a once without visiting b. then go to b.,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",go to a without visiting b. then go to b without going to a again.,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",visit a and only then reach b. you can only visit a once.,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",you must go to a while avoiding b and then go to b. only go to a one time before visiting b.,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",go from a to b to c to d to h in that specific order and only visit each landmark one time.,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",first visit a while avoiding b. then visit b while avoiding c. then visit c while avoiding d. then visit d while avoiding h. finally visit h. visit each location once.,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",go to a once without visiting b. then go to b once without visiting c. then go to c once without visiting d. then go to d once without visiting h. finally go to h,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']","visit a while staying away from b, then visit b while staying away from c, then visit c while staying away from d, then visit d while staying away from h, finally reach h without returning to any previously visited locations",& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']","go to a without visiting b. then go to b without visiting c. third, go to c without visiting d. fourth, go to d without visiting h. finally, go to h. visit a, b, c, and d only one time.",& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
sequenced_visit,"['a', 'b', 'c']","go to a, then go to b, then go to c.",F & a F & b F c
sequenced_visit,"['a', 'b', 'c']","go to a, b, c. make sure to go to b after a and c after b.",F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",reach a. then reach b. then reach c.,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']","visit a. then go to b. finally, make your way to c.",F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",go to a. then head to b. finally go to c.,F & a F & b F c
ordered_visit,"['a', 'b', 'c', 'd', 'h']","visit a before b, b before c, c before d, and h before d",& U ! b a & U ! c b & U ! d c & U ! h d F h
ordered_visit,"['a', 'b', 'c', 'd', 'h']","only after you visit a, you can go to b. only after you visit b, you can go to c. only after you visit c, you can go to d. only after you visit d, you can go to h.",& U ! b a & U ! c b & U ! d c & U ! h d F h
ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a then b then c finally d. you cannot visit b before a. you cannot visit c before b. you cannot visit d before c. you cannot visit h before d.,& U ! b a & U ! c b & U ! d c & U ! h d F h
ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a while avoiding b. visit b while avoiding c. visit c while avoiding d. visit d while avoiding h. finally reach h.,& U ! b a & U ! c b & U ! d c & U ! h d F h
ordered_visit,"['a', 'b', 'c', 'd', 'h']","visit a. only after a is visited, go to b. only after b is visited, go to c. only after c is visited, go to d. only after d is visited, go to h.",& U ! b a & U ! c b & U ! d c & U ! h d F h
global_avoidance,['a'],never go to a,G ! a
global_avoidance,['a'],do not go to a,G ! a
global_avoidance,['a'],you can go anywhere but a,G ! a
global_avoidance,['a'],a cannot be visited at any time,G ! a
global_avoidance,['a'],always keep away from a,G ! a
global_avoidance,['a'],never visit a,G ! a
global_avoidance,['a'],you can never go to a,G ! a
global_avoidance,['a'],always stay away from a,G ! a
global_avoidance,['a'],always avoid going to a,G ! a
global_avoidance,['a'],you have to avoid a at all costs,G ! a
global_avoidance,['a'],make sure you never visit a,G ! a
global_avoidance,['a'],you cannot go to a at any time,G ! a
global_avoidance,"['a', 'b']",never visit a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you can never go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you cannot go to a or b at any time,& G ! a G ! b
global_avoidance,"['a', 'b']",always avoid going to a and never visit b,& G ! a G ! b
global_avoidance,"['a', 'b']",always stay away from a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",you have to avoid a and b at all costs,& G ! a G ! b
global_avoidance,"['a', 'b']",make sure you never go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b', 'c']","never go to a, b or c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","you can never visit a, b or c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","always avoid going to a, b and c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","always stay away from a, b and c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","you have to avoid a, b and c at all costs",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","you cannot visit a, b or c at any time",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","make sure you never visit a, b or c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c', 'd']","never visit a, b, c or d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","you can never go to a, b, c or d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","you cannot go to a, b, c or d at any time",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","make sure you never visit a, b, c or d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","always avoid going to a, b, c or d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","always stay away from a, b, c and d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","you have to avoid a, b, c and d at all costs",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd', 'h']","never visit a, b, c, d or h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","you can never go to a, b, c, d or h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","you cannot go to a, b, c, d or h at any time",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","make sure you never visit a, b, c, d or h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","always avoid going to a, b, c, d and h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","always stay away from a, b, c, d and h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","you have to avoid a, b, c, d and h at all costs",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b']",never go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",do not go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you can go anywhere but a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",a and b cannot be visited at any time,& G ! a G ! b
global_avoidance,"['a', 'b']",always keep away from a and b,& G ! a G ! b
past_avoidance,"['a', 'b']",do not go to a until you see b,U ! a b
past_avoidance,"['a', 'b']",avoid visiting a till you observe b,U ! a b
past_avoidance,"['a', 'b']",do not go to a until b has occured,U ! a b
past_avoidance,"['a', 'b']",once you observe b only then are you allowed to go to a,U ! a b
past_avoidance,"['a', 'b']",you can visit a only after seeing b,U ! a b
global_avoidance,['a'],avoid going to a,G ! a
global_avoidance,['a'],you must never go to a,G ! a
global_avoidance,['a'],a should never be reached,G ! a
global_avoidance,['a'],a must be avoided,G ! a
global_avoidance,['a'],never visit a,G ! a
global_avoidance,"['a', 'b']",do not go to a ever and do not ever go to b,& G ! a G ! b
global_avoidance,"['a', 'b']",avoid reaching a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",never visit a and b ,& G ! a G ! b
global_avoidance,"['a', 'b']",avoid going to a and avoid going to b,& G ! a G ! b
global_avoidance,"['a', 'b']",make sure to never reach either a or b,& G ! a G ! b
global_avoidance,"['a', 'b', 'c']","avoid going to a, b, and c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","never visit either one among a, b, and c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","ensure that you never reach the locations a, b, and c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","ensure that you never reach a, ensure that you never reach b, and ensure that you never reach c",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']","a, b, and c should never be visited",& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c', 'd']","never visit any locations among a, b, c, d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","make sure to not reach any of a, b, c, and d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","avoid going to a, b, c, and d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","a, b, c, and d must never be visited",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']","never go to a, never go to b, never go to c, and never go to d",& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd', 'h']","never go to a, never go to b, never go to c, never reach d and never reach h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","always avoid going to a, b, c, d, and h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","make sure you never reach the following locations: a, b, c, d, and h",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","ensure that a, b, c, d and h are never visited",& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']","a, b, c, d, and h should never be reached",& G ! a & G ! b & G ! c & G ! d G ! h
upper_restricted_avoidance,['a'],visit a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],go to a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you can visit a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],never go to a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you cannot go to a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],never visit a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you can visit a zero times or once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",visit a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",go to a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you can visit a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",never go to a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you cannot go to a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",never visit a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']","you can visit a zero times, once or twice",! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",visit a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",go to a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you can visit a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",never go to a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you cannot go to a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",never visit a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']","you can visit a zero times, once, twice or three times",! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you can visit a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",never go to a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you cannot go to a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",never visit a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']","you can visit a zero times, once, twice, three times or four times",! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you can visit a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never go to a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot go to a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never visit a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']","you can visit a zero times, once, twice, three times, four times or five times",! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,['a'],visit a at least once,F a
lower_restricted_avoidance,['a'],go to a at least once,F a
lower_restricted_avoidance,['a'],make your way to a at least once,F a
lower_restricted_avoidance,['a'],you have to visit a at least once,F a
lower_restricted_avoidance,['a'],visit a at least once or more,F a
lower_restricted_avoidance,['a'],never go to a less than once,F a
lower_restricted_avoidance,['a'],you cannot visit a less than once,F a
lower_restricted_avoidance,"['a', 'b']",visit a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",go to a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",make your way to a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",you have to visit a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",visit a at least twice or more,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",you cannot visit a less than twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",never go to a less than twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",visit a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",go to a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",make your way to a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you have to visit a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",visit a at least three times or more,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you cannot visit a less than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",never go to a less than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to visit a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",make your way to a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at least four times or more,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you cannot visit a less than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",never go to a less than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",make your way to a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to visit a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at least five times or more,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot visit a less than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never go to a less than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
exact_restricted_avoidance,['a'],visit a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],go to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],make your way to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],you have to visit a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],you must reach a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],"visit a exactly once, no more no less",M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],navigate to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",visit a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",go to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",make your way to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you have to visit a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you must reach a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",navigate to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']","visit a exactly twice, no more no less",M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",visit a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",go to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",make your way to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you have to visit a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you must reach a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",navigate to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']","visit a exactly three times, no more no less",M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",make your way to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to visit a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you must reach a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",navigate to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']","visit a exactly four times, no more no less",M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
