Pattern Type,Number of Propositions,Utterance,True LTL,City
visit,2,Stop by Grant Medical Center on your way to the Church.,F & grant_medical_center F christian_spiritualist_temple,Columbus #1
visit,2,First go to Grand Medical Center and then head to Christian Spiritualist Temple.,F & grant_medical_center F christian_spiritualist_temple,Columbus #1
visit,2,Navigate to the Temple and avoid the Library.,F & grant_medical_center F christian_spiritualist_temple,Columbus #1
visit,2,Move to Grant Medical Center and than navigate to Christian Spiritualist Temple.,F & grant_medical_center F christian_spiritualist_temple,Columbus #1
visit,2,navigat to the medical center then continue to the temple.,F & grant_medical_center F christian_spiritualist_temple,Columbus #1
visit,2,Go to Christian Spiritualist Temple while on your way to Columbus Metropolitan Library,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,Avoid the Medical Center on your way to the Columbus Library.,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,Go south to Christian Spiritualist Temple and then head east to the Library.,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,Make your first stop at Christian Spiritualist before moving on to Columbus Metropolitan Library,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,"When you get to the religious temple, turn left and go straight to the Columbus Metropolitan Library.",F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,"Go to the Christian Spiritualist Temple, then go to the Columbus Metropolitan Library.",F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,Enter the church on the path to the library.,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,Travel to the library while visiting the church on the way there.,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,Go to the temple then continue to the library,F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,"Go down to Christian Spiritualist Temple, then travel over to the Columbus Metropolitan Library.",F & christian_spiritualist_temple F columbus_metropolitan_library_main,Columbus #1
visit,2,"Go to the Columbus Metropolitan Library, then go to Grant Medical Center.",F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Head straight to Columbus Metropolitan Library and make your second stop at Grant Medical Center,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,"Navigate first to the Columbus Metropolitan Library, and then to the Grant Medical Center",F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Go to Columbus Metropolitan Library while on your way to Grant Medical Center,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Enter the library then proceed to the medical center.,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Navigate to Columbus Metropolitan Library then proceed onto Grant Medical Center.,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Go straight to Columbus Metropolitan Library then proceed to Grant Medical Center.,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Go straight to the Columbus Metropolitan Library and then west to Grant Medical Center.,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,proceed to the library then continue to the medical center.,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,go to the library and then the hospital,F & columbus_metropolitan_library_main F grant_medical_center,Columbus #1
visit,2,Navigate To Grant Medical center then proceed to Columbus Metropolitan Library,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,Go to Grant Medical Center while on your way to Columbus Metropolitan Library,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,Move to Colombus Metropolitan Library after stopping by the Grant Medical Center,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,Go to the medical center before going over to the library.,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,"Travel to Grant Medical Center, then keep going until you reach Columbus Metropolitan Library.",F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,"Head straight to Grant Medical Center, and from there navigate to the Columbus Metropolitan Library",F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,Turn right at Grant Medical Center and continue to  the library.,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,Head to the Grant Medical center and after that go straight to the Columbus Metropolitan Library.,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,proceed to the medical center then advance to the library.,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,2,Navigate to the library by first entering the Medical center.,F & grant_medical_center F columbus_metropolitan_library_main,Columbus #1
visit,1,Go straight to Dahlia Nightclub.,F dahlia_nightclub,Columbus #2
visit,1,Go straight to Dahlia Nightclub.,F dahlia_nightclub,Columbus #2
visit,1,Head in a straight line to Dahlia Nightclub,F dahlia_nightclub,Columbus #2
visit,1,Go right to the night club.,F dahlia_nightclub,Columbus #2
visit,1,Go in the opposite direction of the tavern and head straight to the nightclub.,F dahlia_nightclub,Columbus #2
visit,1,Go to Dahlia Nightclub.,F dahlia_nightclub,Columbus #2
visit,1,Go straight to Dahlia Nightclub,F dahlia_nightclub,Columbus #2
visit,1,Advance to Dahlia Nightclub,F dahlia_nightclub,Columbus #2
visit,1,Go directly to Dahlia Nightclub.,F dahlia_nightclub,Columbus #2
visit,1,Proceed to Dahlia Nightclub.,F dahlia_nightclub,Columbus #2
visit,2,Head east to Park Street Tavern and then go across the street east to Market Blooms.,F & park_street_tavern F market_blooms,Columbus #2
visit,2,Go to Park Street Tavern and then to Market Blooms.,F & park_street_tavern F market_blooms,Columbus #2
visit,2,Navigate first to the Park Street Tavern and then forward to the Market Blooms.,F & park_street_tavern F market_blooms,Columbus #2
visit,2,"Go first to Park Street Tavern, and then Market Blooms florist.",F & park_street_tavern F market_blooms,Columbus #2
visit,2,Enter the tavern on way to the florist.,F & park_street_tavern F market_blooms,Columbus #2
visit,2,Naviate to park street tavern and than move to Market Blooms,F & park_street_tavern F market_blooms,Columbus #2
visit,2,Go to Park Street Tavern and then to Market Blooms.,F & park_street_tavern F market_blooms,Columbus #2
visit,2,Go to Park Street while on your way to Market Blooms,F & park_street_tavern F market_blooms,Columbus #2
visit,2,Go to Market Blooms and stop at Park Street Tavern along the way.,F & park_street_tavern F market_blooms,Columbus #2
visit,2,"Go straight to Park Street Tavern, then go straight from there to Market Blooms",F & park_street_tavern F market_blooms,Columbus #2
visit,2,Go southwest to Market Blooms and then head straight to Dahlia Nightclub.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Move to Market Blooms and than navigate to Dahlia Nightclub.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,"Go straight to Market Blooms for your first stop, then stop at Dahlia Nightclub",F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Go to Dahlia Nightclub but be sure to go around Park Street Tavern.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Stop at the florist on your way to the night club.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Go to Market Blooms while on your way to Dahlia Nightclub,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Move through Market Blooms on the way to Dahlia Nightclub.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Go to the flower shop before going to the nightclub.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Go to Market Blooms and then navigate to the night club.,F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,"Go to Market Blooms, then go to Dahlia Nightclub.",F & market_blooms F dahlia_nightclub,Columbus #2
visit,2,Visit the night club on your way to the bar.,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,"Head to Dahlia Nightclub first, then proceed to Park Street Tavern.",F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,Travel to Dahlia Nightclub and then to Park Street Tavern,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,Navigate to Dahlia Nightclub then navigate to Park Street Tavern.,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,go to the nightclub and then to the bar,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,drive to dahlia Nightclub while navigating to Park Street Tavern.,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,Move directly to Dahlia Nightclub then head to Park Street Tavern.,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,Enter the nightclub on way to the tavern.,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,Move to Dahlia Club and than navigate to Park street Tavern.,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,2,Go to Dahlia Night Club while on your way to Park Street Tavern,F & dahlia_nightclub F park_street_tavern,Columbus #2
visit,1,"Instead of heading in the direction of the library, go straight to Halton Theater.",F halton_theatre,Charlotte #1
visit,1,Navigate to the theater while avoiding the auditorium.,F halton_theatre,Charlotte #1
visit,1,Head in a straight line and stop at Halton Theatre,F halton_theatre,Charlotte #1
visit,1,Head straight over to Halton Theatre.,F halton_theatre,Charlotte #1
visit,1,Go to the Dale F. Halton Theater.,F halton_theatre,Charlotte #1
visit,1,Go straight to Halton Theatre,F halton_theatre,Charlotte #1
visit,1,Take the most direct route to Dale F. Halton Theater.,F halton_theatre,Charlotte #1
visit,1,Navigate straight to Halton Theater.,F halton_theatre,Charlotte #1
visit,1,Go straight to Halton Theatre.,F halton_theatre,Charlotte #1
visit,1,Go west to the Halton Theatre.,F halton_theatre,Charlotte #1
visit,2,"would you please go to the CPCC Pease Auditorium, but also lets first go to the Halton Theatre.",F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,"Your first stop will be Halton Theatre, then make your second stop at CPCC Pease Auditorium",F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,Go to Halton Theater while on your way to CPCC Pease Auditorium,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,Stop by Halton theater on your way to Pease Auditorium.,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,First go to Halton Theatre and after that navigate to Pease Auditorium.,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,First move to the Halton Theatre and then on to the Pease Auditorium while ignoring the CPCC Library,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,Navigate to Halton Theater and then to Pease Auditorium.,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,Make a stop at the theater on  your way to the auditorium.,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,"Go to the Dale F. Halton Theater, then go to CPCC Pease Auditorium.",F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,Go to Dale F. Halton Theater then head straight to CPCC Library - Central Campus.,F & halton_theatre F cpcc_pease_auditorium,Charlotte #1
visit,2,Navigate through the Pease Auditorium to the CPCC Library.,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,Navigate to Pease Auditorium and then to CPCC Library,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,"Go to the Pease Auditorium, then go to the CPCC Library.",F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,"After you get to Pease Auditorium, continue to the library.",F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,Drive right through CPCC and end up at the CPCC Library shortly after.,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,"I want you to go to the CPCC Libray, but first I want you to go to the CPCC Pease Auditorium.",F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,Navigate to pease auditorium and then to the CPCC Library.,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,go to the library and then the auditorium,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,Make your first stop at CPCC Pease Auditorium then make your second stop at CPCC Library,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,Head to CPCC Library - Central Campus but avoid the CPCC Pease Auditorium.,F & cpcc_pease_auditorium F cpcc_library,Charlotte #1
visit,2,Go to the CPCC Library and from there to the Halton Theatre.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,Go straight to CPCC Library and then travel to Halton Theater.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,Go around the CPCC Library and arrive at Halton theater.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,"Start out by moving to the CPCC Library, and then go to the Halton Theatre.",F & cpcc_library F halton_theatre,Charlotte #1
visit,2,Navigate to CPCC Library then navigate to  Halton Theater.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,head to the library and then the theater,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,Move to the theater while visiting the library on the way there.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,Head to CPCC Library and than move to Halton Theatre.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,The CPCC Library will be your first destination.,F & cpcc_library F halton_theatre,Charlotte #1
visit,2,Go to CPCC Library while on your way to Halton Theatre,F & cpcc_library F halton_theatre,Charlotte #1
visit,1,Head straight down past the Diamond Restaurant to get at Commonwealth animal shelter.,F commonwealth_animal_hospital,Charlotte #2
visit,1,Go directly to the Commonwealth Animal Hospital.,F commonwealth_animal_hospital,Charlotte #2
visit,1,Go directly to Commonwealth Animal Hospital.,F commonwealth_animal_hospital,Charlotte #2
visit,1,"Instead of going to Zada Janes, go straight to the animal Hospital.",F commonwealth_animal_hospital,Charlotte #2
visit,1,Proceed to the animal hospital.,F commonwealth_animal_hospital,Charlotte #2
visit,1,Go south while avoding Elizabeth Billiards on your way to Commonwealth Animal Hospital.,F commonwealth_animal_hospital,Charlotte #2
visit,1,Navigate straight to Commonwealth Animal Hospital.,F commonwealth_animal_hospital,Charlotte #2
visit,1,I want to go to the Commonwealth Animal Hospital please.,F commonwealth_animal_hospital,Charlotte #2
visit,1,Navigate straight to Commonwealth Animal Hospital,F commonwealth_animal_hospital,Charlotte #2
visit,1,Navigate the most direct route possible to Commonwealth Animal Hospital.,F commonwealth_animal_hospital,Charlotte #2
visit,2,"Go to Commonweath Animal Hospital, then continue to Zada Jane's.",F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,Head to the Commonwealth Animal Hospital before heading to Zada Jane's.,F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,"On your way to Zada Janes, go to the animal hospital.",F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,"Go to Commonwealth Animal Hospital, then go to Zada Jane's Corner Cafe.",F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,Navigate to the cafe while avoiding the animal hospital.,F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,proceed to the animal hospital and then advance to Zada Jane's,F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,Navigate to Commonwealth Animal Hospital on your way to Zada Jane's Corner Café.,F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,Go to Commonwealth Animal Hospital while on your way to Zada Jane's Corner Cafe,F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,Go to Commonwealth Animal Hospital first then proceed to Zada Janes.,F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,"Please move to the Commonwealth Animal Hospital, and then to Zada Jane's Corner Cafe.",F & commonwealth_animal_hospital F zada_janes,Charlotte #2
visit,2,Navigate to Zada Jane's Corner Cafe then go to the destination called Elizabeth Billiards.,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,Navigate to Elizabeth Billiards while passing through the cafe.,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,Turn right at Zada Jane's before heading to Elizabeth Billiards.,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,"please move to Elizabeth Billiards, but first stop at Zada Jane's Corner Cafe for some food.",F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,go by Zada Jane's on the way to Wlizabeth Billiards.,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,"Travel to Zada Jane's, then go to Elizabeth Billiards.",F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,Pass over Pecan Avenue avoiding CVS on your right.,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,"Go to Zada Jane's Corner Cafe, then go to Elizabeth Billiards.",F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,Go by Zada Jane's Corner Café and then to Elizabeth Billiards.,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,Go to Zada Jane's while on your way to Elizabeth Billiards,F & zada_janes F elizabeth_billiards,Charlotte #2
visit,2,Go down to Elizabeth Billards and then turn left to Commonwealth Animal Hospital.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,"Go to Elizabeth Billards, then continue to Commonwealth Animal Hospital.",F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,Go towards the pool hall then arrive at Commonwealth Animal shelter.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,Cross over Central Avenue in front of the Dairy Queen heading South West.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,while navigating to the animal hospital go by Elizabeth Billiards.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,"Lets go to Elizabeth Billiards, and then the Commonwealth Animal Hospital, please.",F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,Go to Elizabeth Billiards then navigate to Commonwealth Animal Hospital next.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,Navigate to Elizabeth Billiards before continuing to the animal hospital.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,Go to Elizabeth Billiards on your way to Commonwealth Animal Hospital.,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,2,Go to Elizabeth Billiards on your way to Commonwealth Animal Hospital,F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2
visit,1,Navigate to El Arado while avoiding Pnc Bank,F el_arado,Indianapolis
visit,1,You will proceed northeast until you reach the El Dorado restaurant.,F el_arado,Indianapolis
visit,1,Move to El Arado Mexican Grill while avoiding the PNC Bank,F el_arado,Indianapolis
visit,1,Move to the El Arado eatery but avoid the PNC Bank,F el_arado,Indianapolis
visit,1,Move straight to El Arado Mexican Grill.,F el_arado,Indianapolis
visit,1,Travel straight to El Arado Mexican Grill.,F el_arado,Indianapolis
visit,1,Move to El Arado.,F el_arado,Indianapolis
visit,1,Go straight along Prospect Street to El Arado.,F el_arado,Indianapolis
visit,1,"Make a short and straight line to El Arado, which is your stop.",F el_arado,Indianapolis
visit,1,Go straight to El Arado,F el_arado,Indianapolis
visit,2,Go through La margarita fountain square to the El dorado,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Go to La Margarita Fountain Square and then too El Arado Mexican Grill.,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Head to El Arado by first going through La Margarita Fountain Square.,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,"Travel to La Margarita Fountain Square first, then to El Arado Mexican Grill after.",F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Move to margarita fountain square than move to El Arado while avoiding PNC bank.,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,"Navigate to La Margarita Fountain Square then
Move to El Arado while avoiding the bank.",F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Make your way to La Margarita Fountain Square then go around PNC bank on your way to El Arado Mexican Grill.,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Stop at La Margarita Fountain Square on the way to El Arado.,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Move through La Margarita and around on route to El Arado.,F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,"Your first stop is going to be La Margarita Fountain Square. After that, pass by PNC Bank and make your next stop at El Arado Mexican Grill.",F & la_margarita_fountain_square F el_arado,Indianapolis
visit,2,Navigate to PNC bank by avoiding El Arado restaurant,F & el_arado F pnc_bank,Indianapolis
visit,2,Go past El Arado restaurant on the way to the PNC Bank directly to the left of it.,F & el_arado F pnc_bank,Indianapolis
visit,2,Move to El Arado Mexican Grill on your way to PNC Bank.,F & el_arado F pnc_bank,Indianapolis
visit,2,Move through El Arado on your path to the bank.,F & el_arado F pnc_bank,Indianapolis
visit,2,Move to El Arado than to PNC Bank,F & el_arado F pnc_bank,Indianapolis
visit,2,Go to El Arado on your way to PNC Bank.,F & el_arado F pnc_bank,Indianapolis
visit,2,Go straight and through El Arado to arrive at PNC Bank.,F & el_arado F pnc_bank,Indianapolis
visit,2,Make your first stop at El Arado before passing onto your next stop at PNC Bank.,F & el_arado F pnc_bank,Indianapolis
visit,2,"First go to El Arado, then go to PNC Bank",F & el_arado F pnc_bank,Indianapolis
visit,2,Stop at the El Arado Mexican Grill on the way to the PNC Bank.,F & el_arado F pnc_bank,Indianapolis
visit,2,"Travel aross Virginia Avenue until PNC Bank is in front of you, then turn right and head for La Margarita Fountain Square on your left at the corner.",F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Go to PNC Bank and then go to La Margarita Fountain Square.,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,"Navigate first to the bank, and then to La Margarita Fountain Square after.",F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Move to PNC Bank and than move to Margarita fountain,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Head to the PNC bank and then to La Margarita Fountain Square and nowhere else,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Move to the PNC Bank and then turn right to reach La Margarita Fountain Square.,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Stop at PNC Bank on your way to La Margarita Fountain Square.,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Move forward then around PNC Bank on route to La Margarita Fountain.,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,"Make your way to PNC Bank. After you're done, make your way to La Margarita Fountain Square.",F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,2,Navigate first to PNC Bank and then navigate again to La Margarita Fountain Square.,F & pnc_bank F la_margarita_fountain_square,Indianapolis
visit,1,Move directly to the chiropractor.,F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,"Move to Amasia Acupunture, Chiropractic, Massage & Herbs Clinic while bypassing TCG Printing and Imaging.",F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,Navigate to the chiropractor while avoiding the commercial printer.,F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,"Make a direct South-East beeline to the Amasia Acupuncture, Chiropractic, Massage and Herbs Clinic, avoiding TCC Printing and Imaging below it.",F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,Head straight for Amasia Acupuncture.,F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,Proceed straight to Amasia Acupuncture Massage Herbs Center.,F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,Move to the Amasia Acupuncture Clinic and avoid Alice's Floral Designs and TCC Printing and Imaging.,F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,Navigate straight to Amasia Acupuncture Massage Herbs Center,F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,"navigate to Amasia Acupunture, Chiropractix,Massage& Herbs Clinic while avoiding Alice's Floral Designs.",F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,Begin at China and end at Amasia Acupunture.,F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Head east to Alice's floral, take the passasage infront of Alices's and head south till you reach TCC on your right.",F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Go to the florist followed by going to TCC Printing and Imaging.,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,"Stop at Alice's Floral Designs on your way to TCC Printing.
A quick pit stop at Alice's before continuing on to TCC.
Don't forget to stop at Alice's before you head to TCC.",F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,"go over cvs and across the street to alice's floral design's
go down and over the bistro and across the street
go to the  right of young tea to amasia acupunture, chiropractic, massage & herbs clinic
go down to the left to tcc printing and imaging",F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Move to Alice's Floral Design and than navigate to TCC Printing and Imaging,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Navigate to Alice's Floral Design's while going to TCC Printing and Imaging,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,go toward Alice's Floral Designs and then to TCC Printing and Imaging.,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Make a stop at Alice's Floral Designs and then make a sharp left turn before heading down to TCC Printing and Imaging.,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Navigate to the commercial printer while passing through the florist.,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Navigate to Alice's Floral Designs then navigate to TCC Printing and Imaging.,F & alices_floral_designs F tcc_printing__imaging,Seattle
visit,2,Navigate to the chiropractor while passing through the commercial printer.,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Curve around to TCC printing and Imaging and go straight to Amasia Acupuncture.,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Navigate to Amasia Acupuncture with a stop at TCC Printing and Imaging on the way.,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Move to Acupuncture store by avoiding printing store.,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Make a stop at TCC Printing and Imaging before going across the street to Amasia Acupuncture.,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Head to TCC Printing and Imaging and then the chiropractor.,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Move to TCC Printing & Imaging and than navigate to Amazia Acupuncture, Chiropractic, Massage & Herbs Clinic",F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Heda to TCC Printing and Imaging first, then go to Amasia Acupuncture.",F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Navigate to the printing and imaging business, and then continue to Amasia's.",F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Go to TCC Printing and Imaging while navigating to Amasia Acupuncture Massage Herbs Center,F & tcc_printing__imaging F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Go to Alice's Floral Designs while navigating to Amasia Acupuncture Massage Herbs Center,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Avoid Alice's Floral Designs to get to Amasia Accupuncture, Chiropractic, Massage & Herbs Clinic.",F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Pass through Alice's Floral Designs before heading to Amasia Acupuncture Massage Herbs Center,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Navigate to Alice's Floral Designs and avoid AA Travel and New An Dong Chinese herb & Grocery,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,move from Cushing street to Soban,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Navigate to the chiropractor while passing through the flower shop.,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Head to Alice's Floral Designs and then navigate to Amasia Acupuncture, Chiropractic, Massage & Herbs Clinic.",F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Go to the florist and then to the chiropractor.,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,Go to Alice's Floral Designs before heading to Amasia.,F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,2,"Go through Alice's Floral Designs on your way to Amasia Acupuncture, Chiropractic, Massage & Herbs Clinic.",F & alices_floral_designs F amasia_acupuncture_massage_herbs_center,Seattle
visit,1,"Navigate directly to Native American Trading Company, staying west of Clyfford Still Museum.",F native_american_trading_company,Denver #1
visit,1,Head directly to the art gallery.,F native_american_trading_company,Denver #1
visit,1,Head straight to Native American Trading Company.,F native_american_trading_company,Denver #1
