nl_command,ltl,map_name
Go to Carrabba's Italian Grill and then head to Surfer The Bar.,F ( carrabba's_italian_grill & F ( surfer_the_bar ) ),Jacksonville #1
"Go straight and stop at Carrabba's Italian Grill, then veer right and make a stop at Surfer the Bar",F ( carrabba's_italian_grill & F ( surfer_the_bar ) ),Jacksonville #1
"Navigate first to Carrabba's Italian Grill, and then to Surfer the Bar",F ( carrabba's_italian_grill & F ( surfer_the_bar ) ),Jacksonville #1
When you get to the Italian Grill make a sharp right turn and head back to the bar.,F ( carrabba's_italian_grill & F ( surfer_the_bar ) ),Jacksonville #1
Travel forward along Shetter ave to Beaches Museum.,F ( beaches_museum_chapel ),Jacksonville #2
Go directly to the history museum.,F ( beaches_museum_chapel ),Jacksonville #2
Go straight to Beaches Museum.,F ( beaches_museum_chapel ),Jacksonville #2
Proceed in a straight line to Beaches museum chapel.,F ( beaches_museum_chapel ),Jacksonville #2
Move directly towards the Beaches Museum without taking any detours.,F ( beaches_museum_chapel ),Jacksonville #2
Go directly to the Beaches Museum Chapel.,F ( beaches_museum_chapel ),Jacksonville #2
Head towards the museum and avoid Players by the sea.,F ( beaches_museum_chapel ),Jacksonville #2
Go directly to Beaches Museum.,F ( beaches_museum_chapel ),Jacksonville #2
"From your location, make a straight line and head for Beaches Museum Chapel.",F ( beaches_museum_chapel ),Jacksonville #2
Head directly to the Beaches Museum while avoiding Players By the Sea and Publix.,F ( beaches_museum_chapel ),Jacksonville #2
Make a a right turn at the Beaches Museum on your way to Players By the Sea.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
"Travel first to the history museum, and then to the arts theater after.",F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
Move to Beaches Museum Chapel then turn left and head to Players By the Sea.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
Stop by Beaches Museum on the way to Players By The Sea.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
fly north east and over us 90 towards beaches museum chapel.  turn left or north west at the chapel flying above pablo street to reach players by the sea one black away from beaches museum chapel.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
Go straight to the Beaches Museum.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
Go through Beaches Museum on your way to the community theater.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
"Be careful with crossing US 90 and make sure to cross Beach Museum Chapel first, before going to the Players By the Sea.",F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
"Make a straight line toward Beaches Museum Chapel for your first stop. After that, make another straight line to Players By the Sea.",F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
First go to the Museum Chapel and than move to Players by the sea.,F ( beaches_museum_chapel & F ( players_by_the_sea ) ),Jacksonville #2
Go to Players By The Sea on your way to Publix.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
"Move to Player by the sea.
Navigate to the Publix market and avoid the Beaches Museum.
Move to Publix Super Market.",F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
First head to Players By the Sea then turn right and head straight to Publix.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
Go Straight through Players by the sea avoiding Beaches Museum on route to Publix.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
"Your first stop is Players by the Sea, followed with a straight line to Publix.",F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
Turn right at Players By the Sea.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
Move towards Players by the sea and than navigate towards Publix.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
Navigate to Players by the Sea and then to Publix avoiding Beaches Museum Chapel.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
Go to the community theater and then proceed to the super market.,F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
"Go to the performing arts theater first, and then to the grocery store after.",F ( players_by_the_sea & F ( publix ) ),Jacksonville #2
Go to Publix avoiding Beaches Museum Chapel,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Move towards the Publix while avoiding Beaches Museum Chapel.,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Avoid Beaches Museum Chapel on your way to Publix.,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Navigate down Pablo ave. Avoid beaches museum capital. Make a left and navigate down beaches boulevard and head to publix.,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Move to the grocery store while avoiding the museam.,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Navigate to Publix while avoiding the Beaches Museum Chapel,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
"Go around Beaches Museum Chapel as you make your way to your stop, which is Publix.",F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
"Go to Publix Super Market, but avoid the museum on your way.",F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Go around Beaches Museum on your way to Publix.,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
Go around the Beaches Museum and travel to the Publix Super Market.,F ( publix & ~ beaches_museum_chapel ),Jacksonville #2
fly south west towards us 90.  at the beaches museum chapel  turn and start flying north west to reach the players by the sea.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Head to the community theater without going to Beaches Museum.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Move to Players By the Sea while avoiding Beaches Museum Chapel.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Navigate around Beaches Museum Chapel to arrive at Players By The Sea.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Mavigate to Players by the sea while avoiding Beaches Museum Chapel,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Go below Beaches Museum on the way to Players By The Sea.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Head past Beaches Museum Chapel on Beach Boulevard.  Take a right South 6th Street.  The Players by the Sea destination is located behind Pet Supermarket.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
southwest around the chapel and then north west past the pet store and your destination will be on the right,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Navigate to Players By the Sea while avoiding the Beaches Museum.,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Navigate to Players By the Sea while avoiding the Beaches Museum,F ( players_by_the_sea & ~ beaches_museum_chapel ),Jacksonville #2
Navigate around Players By The Sea on route to Beaches Museum.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Avoid Players By The Sea on your way to Beaches Museum.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Fly around Players by the Sea and navigate way to Beaches Museum Chapel.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Mavigate to beaches museum chapel while avoiding Players by the sea.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Turn right at Players By the Sea and continue on to Beaches Museum.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Avoid the pet supermarket and make your way to the Beaches Museum.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Go around Players By the Sea on your way to Beaches Museum Chapel.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Go to Beaches Museum Chapel avoiding Players By The Sea,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Avoid Players By the Sea on your way to the museum.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
Avoid Players By The Sea on your way to Beaches Museum.,F ( beaches_museum_chapel & ~ players_by_the_sea ),Jacksonville #2
"Go in a straight line and make your first stop at Publix. After that, go in another straight line all the way to Players By the Sea.",F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Stop at Publix on your way to the theater.,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Travel to the Player By The Sea avoiding the Publix,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Navigate to Publix Super Market and then navigate to Players By the Sea.,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Head to Publix and then go to Players By the Sea but avoid the Beaches Museum Chapel.,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Move to Publix Super Market at Middle Beach Commons and then to Players By the Sea,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Move to Publix and than move to Players by the sea while avoiding the Museum Chapel.,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Go by publix on your way to Players By The Sea,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Go to the performing arts theater while stopping at the grocery store first.,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Navigate to Publix and then Player's by the Sea.,F ( publix & F ( players_by_the_sea ) ),Jacksonville #2
Head straight across the street to Christian Spiritualist Temple.,F ( christian_spiritualist_temple ),Columbus #1
Head straight to the Christian Spiritualist Temple,F ( christian_spiritualist_temple ),Columbus #1
Head right to the church.,F ( christian_spiritualist_temple ),Columbus #1
Navigate to the Christian Spiritualist Temple but don't go near Grant Medical Center on the way there.,F ( christian_spiritualist_temple ),Columbus #1
Head in a straight line to Christian Spiritualist Temple.,F ( christian_spiritualist_temple ),Columbus #1
Go straight to Christian Spiritualist Temple,F ( christian_spiritualist_temple ),Columbus #1
Move directly to the Christian Spiritualist Temple,F ( christian_spiritualist_temple ),Columbus #1
advance to the temple.,F ( christian_spiritualist_temple ),Columbus #1
Move to Christian Spiritualist Temple.,F ( christian_spiritualist_temple ),Columbus #1
Head directly to the Christian Spiritualist Temple.,F ( christian_spiritualist_temple ),Columbus #1
Move through the medical center as you proceed to the church.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
stop by the hospital on the way to the church,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
Go to Grant Medical Center while on your way to Christian Spiritualist Temple,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
"Go to Grant Medical Center, then go to the Christian Spiritualist Temple.",F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
Go straight to Grant Medical Center and then continue to the temple.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
Stop by Grant Medical Center on your way to the Church.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
First go to Grand Medical Center and then head to Christian Spiritualist Temple.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
Navigate to the Temple and avoid the Library.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
Move to Grant Medical Center and than navigate to Christian Spiritualist Temple.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
navigat to the medical center then continue to the temple.,F ( grant_medical_center & F ( christian_spiritualist_temple ) ),Columbus #1
Go to Christian Spiritualist Temple while on your way to Columbus Metropolitan Library,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Avoid the Medical Center on your way to the Columbus Library.,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Go south to Christian Spiritualist Temple and then head east to the Library.,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Make your first stop at Christian Spiritualist before moving on to Columbus Metropolitan Library,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
"When you get to the religious temple, turn left and go straight to the Columbus Metropolitan Library.",F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
"Go to the Christian Spiritualist Temple, then go to the Columbus Metropolitan Library.",F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Enter the church on the path to the library.,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Travel to the library while visiting the church on the way there.,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Go to the temple then continue to the library,F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
"Go down to Christian Spiritualist Temple, then travel over to the Columbus Metropolitan Library.",F ( christian_spiritualist_temple & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Make a little loop around Christian Spiritualist Temple and head straight to Grant Medical Center,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Avoid the Christian Spiritualist Temple while on your way to Grant Medical Center,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Avoid the temple on your way to Grant Medical Center.,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Go around the Christian Spiritualist Temple on the way to the Grant Medical Center.,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Go around the Christian Spiritualist Temple on your way to Grant Medical Center.,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
navigate to the medical center while avoiding the temple.,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Avoid Christian Spiritualist Temple on your way to Grant Medical Center,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Move towards Grant Medical Center while avoiding Christian Spiritualist Temple.,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Go around the Christian Spiritualist Temple as you navigate to Grant Medical Center,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Avoid the Christian Spiritualist Temple on your way to Grant Medical Center.,F ( grant_medical_center & ~ christian_spiritualist_temple ),Columbus #1
Avoid the Columbus Library and head to the Christian Spiritualist Temple,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
navigate to the temple while avoiding the library.,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Avoid Columbus Library while on your way to Christian Spiritualist Temple,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Avoid the library as you navigate to the Christian Temple.,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Avoid the library as you travel to the church.,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Avoid the Columbus Metropolitan Library while heading to the Christian Spiritualist Temple.,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
"Go to Christian Spiritualist Temple, and be certain to avoid Columbus Metropolitan Library on the way there.",F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Avoid Columbus Metropolitan Library on your way to Christian Spiritualist Temple.,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Make your way around Columbus Metropolitan Library and stop at Christian Spiritualist Temple,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
Go around Columbus Metropolitan Library and end at the Christian Spiritualist Temple.,F ( christian_spiritualist_temple & ~ columbus_metropolitan_library_(main) ),Columbus #1
"Go to the Columbus Metropolitan Library, then go to Grant Medical Center.",F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Head straight to Columbus Metropolitan Library and make your second stop at Grant Medical Center,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
"Navigate first to the Columbus Metropolitan Library, and then to the Grant Medical Center",F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Go to Columbus Metropolitan Library while on your way to Grant Medical Center,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Enter the library then proceed to the medical center.,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Navigate to Columbus Metropolitan Library then proceed onto Grant Medical Center.,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Go straight to Columbus Metropolitan Library then proceed to Grant Medical Center.,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Go straight to the Columbus Metropolitan Library and then west to Grant Medical Center.,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
proceed to the library then continue to the medical center.,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
go to the library and then the hospital,F ( columbus_metropolitan_library_(main) & F ( grant_medical_center ) ),Columbus #1
Navigate To Grant Medical center then proceed to Columbus Metropolitan Library,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Go to Grant Medical Center while on your way to Columbus Metropolitan Library,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Move to Colombus Metropolitan Library after stopping by the Grant Medical Center,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Go to the medical center before going over to the library.,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
"Travel to Grant Medical Center, then keep going until you reach Columbus Metropolitan Library.",F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
"Head straight to Grant Medical Center, and from there navigate to the Columbus Metropolitan Library",F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Turn right at Grant Medical Center and continue to  the library.,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Head to the Grant Medical center and after that go straight to the Columbus Metropolitan Library.,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
proceed to the medical center then advance to the library.,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Navigate to the library by first entering the Medical center.,F ( grant_medical_center & F ( columbus_metropolitan_library_(main) ) ),Columbus #1
Go straight to Dahlia Nightclub.,F ( dahlia_nightclub ),Columbus #2
Go straight to Dahlia Nightclub.,F ( dahlia_nightclub ),Columbus #2
Head in a straight line to Dahlia Nightclub,F ( dahlia_nightclub ),Columbus #2
Go right to the night club.,F ( dahlia_nightclub ),Columbus #2
Go in the opposite direction of the tavern and head straight to the nightclub.,F ( dahlia_nightclub ),Columbus #2
Go to Dahlia Nightclub.,F ( dahlia_nightclub ),Columbus #2
Go straight to Dahlia Nightclub,F ( dahlia_nightclub ),Columbus #2
Advance to Dahlia Nightclub,F ( dahlia_nightclub ),Columbus #2
Go directly to Dahlia Nightclub.,F ( dahlia_nightclub ),Columbus #2
Proceed to Dahlia Nightclub.,F ( dahlia_nightclub ),Columbus #2
Head east to Park Street Tavern and then go across the street east to Market Blooms.,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Go to Park Street Tavern and then to Market Blooms.,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Navigate first to the Park Street Tavern and then forward to the Market Blooms.,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
"Go first to Park Street Tavern, and then Market Blooms florist.",F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Enter the tavern on way to the florist.,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Naviate to park street tavern and than move to Market Blooms,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Go to Park Street Tavern and then to Market Blooms.,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Go to Park Street while on your way to Market Blooms,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Go to Market Blooms and stop at Park Street Tavern along the way.,F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
"Go straight to Park Street Tavern, then go straight from there to Market Blooms",F ( park_street_tavern & F ( market_blooms ) ),Columbus #2
Go southwest to Market Blooms and then head straight to Dahlia Nightclub.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Move to Market Blooms and than navigate to Dahlia Nightclub.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
"Go straight to Market Blooms for your first stop, then stop at Dahlia Nightclub",F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Go to Dahlia Nightclub but be sure to go around Park Street Tavern.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Stop at the florist on your way to the night club.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Go to Market Blooms while on your way to Dahlia Nightclub,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Move through Market Blooms on the way to Dahlia Nightclub.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Go to the flower shop before going to the nightclub.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Go to Market Blooms and then navigate to the night club.,F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
"Go to Market Blooms, then go to Dahlia Nightclub.",F ( market_blooms & F ( dahlia_nightclub ) ),Columbus #2
Visit the night club on your way to the bar.,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
"Head to Dahlia Nightclub first, then proceed to Park Street Tavern.",F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Travel to Dahlia Nightclub and then to Park Street Tavern,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Navigate to Dahlia Nightclub then navigate to Park Street Tavern.,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
go to the nightclub and then to the bar,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
drive to dahlia Nightclub while navigating to Park Street Tavern.,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Move directly to Dahlia Nightclub then head to Park Street Tavern.,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Enter the nightclub on way to the tavern.,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Move to Dahlia Club and than navigate to Park street Tavern.,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Go to Dahlia Night Club while on your way to Park Street Tavern,F ( dahlia_nightclub & F ( park_street_tavern ) ),Columbus #2
Avoid Market Blooms on your way to Park Street Tavern.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Navigate around the florist to Park street tavern.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Move towards Park Street Tavern while avoiding Market Blooms.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Navigate to Park Street Tavern but go around Market Blooms on your way there.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
"Move towards the right side of Market Blooms while avoiding it, I want to end up at Park Street Tavern.",F ( park_street_tavern & ~ market_blooms ),Columbus #2
Avoid Market Blooms on your way to Park Street Tavern.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Avoid Market Blooms while on your way to Park Street Tavern,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Move to Park Street Tavern and avoid Market Blooms.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Turn left at Market Blooms and head straight to Park Street Tavern.,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Make a tight turn around Market Blooms and stop at Park Street Tavern,F ( park_street_tavern & ~ market_blooms ),Columbus #2
Proceed to Market blooms while avoiding the night club.,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Avoid the Dahlia Nightclub while heading to Market Blooms,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Avoid Dahlia Nightclub on your way to Market Blooms,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Avoid Dahia Nightclub while on your way to Market Blooms,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Avoid Dahlia Nightclub on your way to Market Blooms.,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Go around the Dahlia Nightclub and head straight to Market Blooms.,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Navigate to Market Blooms and go around Dahlia Nightclub on your way there.,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Stay to the left of the nightclub as you make a sharp curve around it to get to Market Blooms.,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Travel to Market Blooms while avoiding the Dahlia Nightclub.,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Go around Dahlia Nightclub and stop at Market Blooms,F ( market_blooms & ~ dahlia_nightclub ),Columbus #2
Stay clear of the nightclub as you curve around it and head to the Park Street Tavern.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Navigate to Park Street Tavern while avoiding Dahlia NightClub,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Avoid Dahlia Nightclub on your way to Park Street Tavern.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Avoid Dahlia Nightclub on your way to the Park Street Tavern.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Avoid Dahlia Nightclub while on your way to Park Street Tavern,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Go to the Park Street Tavern but take the long way around Dahlia Nightclub.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Navigate around the Dahlia Nightclub and head to the Park Street Tavern,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Make a half loop around the Dahlia Nightclub before heading on to the Park Street Tavern.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Go around Dahlia Nightclub on your way to Park Street Tavern.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
Avoid the night club on the way to the bar.,F ( park_street_tavern & ~ dahlia_nightclub ),Columbus #2
"Instead of heading in the direction of the library, go straight to Halton Theater.",F ( halton_theatre ),Charlotte #1
Navigate to the theater while avoiding the auditorium.,F ( halton_theatre ),Charlotte #1
Head in a straight line and stop at Halton Theatre,F ( halton_theatre ),Charlotte #1
Head straight over to Halton Theatre.,F ( halton_theatre ),Charlotte #1
Go to the Dale F. Halton Theater.,F ( halton_theatre ),Charlotte #1
Go straight to Halton Theatre,F ( halton_theatre ),Charlotte #1
Take the most direct route to Dale F. Halton Theater.,F ( halton_theatre ),Charlotte #1
Navigate straight to Halton Theater.,F ( halton_theatre ),Charlotte #1
Go straight to Halton Theatre.,F ( halton_theatre ),Charlotte #1
Go west to the Halton Theatre.,F ( halton_theatre ),Charlotte #1
"would you please go to the CPCC Pease Auditorium, but also lets first go to the Halton Theatre.",F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
"Your first stop will be Halton Theatre, then make your second stop at CPCC Pease Auditorium",F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
Go to Halton Theater while on your way to CPCC Pease Auditorium,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
Stop by Halton theater on your way to Pease Auditorium.,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
First go to Halton Theatre and after that navigate to Pease Auditorium.,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
First move to the Halton Theatre and then on to the Pease Auditorium while ignoring the CPCC Library,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
Navigate to Halton Theater and then to Pease Auditorium.,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
Make a stop at the theater on  your way to the auditorium.,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
"Go to the Dale F. Halton Theater, then go to CPCC Pease Auditorium.",F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
Go to Dale F. Halton Theater then head straight to CPCC Library - Central Campus.,F ( halton_theatre & F ( cpcc_pease_auditorium ) ),Charlotte #1
Navigate through the Pease Auditorium to the CPCC Library.,F ( cpcc_pease_auditorium & F ( cpcc_library ) ),Charlotte #1
Navigate to Pease Auditorium and then to CPCC Library,F ( cpcc_pease_auditorium & F ( cpcc_library ) ),Charlotte #1
"Go to the Pease Auditorium, then go to the CPCC Library.",F ( cpcc_pease_auditorium & F ( cpcc_library ) ),Charlotte #1
"After you get to Pease Auditorium, continue to the library.",F ( cpcc_pease_auditorium & F ( cpcc_library ) ),Charlotte #1
Drive right through CPCC and end up at the CPCC Library shortly after.,F ( cpcc_pease_auditorium & F ( cpcc_library ) ),Charlotte #1
"I want you to go to the CPCC Libray, but first I want you to go to the CPCC Pease Auditorium.",F ( cpcc_pease_auditorium & F ( cpcc_library ) ),Charlotte #1
