pattern_type,props,utterance,true_ltl,old_output_ltl,old_is_correct,new_output_ltl,new_is_correct
global_avoidance,"['d', 'h', 'b', 'a']",make sure to not reach any of d h b and a,& G ! d & G ! h & G ! b G ! a,& G! h d & G! b h & G F a G F b,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'b', 'c']",make sure to not reach any of d h b and c,& G ! d & G ! h & G ! b G ! c,& G! h d & G! b h & G F c G F b,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'c', 'a']",make sure to not reach any of d h c and a,& G ! d & G ! h & G ! c G ! a,& G! h d & G! c h & G F a G F c,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'c', 'b']",make sure to not reach any of d h c and b,& G ! d & G ! h & G ! c G ! b,& G! h d & G! c h & G F b G F c,Syntax Error,& G ! h d,False
global_avoidance,"['h', 'a', 'b', 'c']",make sure to not reach any of h a b and c,& G ! h & G ! a & G ! b G ! c,& G! a h & G! b a & G! c b G! h,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'b', 'd']",make sure to not reach any of h a b and d,& G ! h & G ! a & G ! b G ! d,& G! a h & G! b a & G! d b G! h,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'c', 'b']",make sure to not reach any of h a c and b,& G ! h & G ! a & G ! c G ! b,& G! a h & G! c a & G F b G F c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'c', 'd']",make sure to not reach any of h a c and d,& G ! h & G ! a & G ! c G ! d,& G! a h & G! c a & G F d G F c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'd', 'b']",make sure to not reach any of h a d and b,& G ! h & G ! a & G ! d G ! b,& G! a h & G! d a & G! b d G! h,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'd', 'c']",make sure to not reach any of h a d and c,& G ! h & G ! a & G ! d G ! c,& G! a h & G! d a & G! c d G! h,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'b', 'a', 'c']",make sure to not reach any of h b a and c,& G ! h & G ! b & G ! a G ! c,& G! b h & G! a b & G F c G F a,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'a', 'd']",make sure to not reach any of h b a and d,& G ! h & G ! b & G ! a G ! d,& G! b h & G! a b & G F d G F a,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'c', 'a']",make sure to not reach any of h b c and a,& G ! h & G ! b & G ! c G ! a,& G! b h & G! c b & G F a G F c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'c', 'd']",make sure to not reach any of h b c and d,& G ! h & G ! b & G ! c G ! d,& G! b h & G! c b & G F d G F c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'd', 'a']",make sure to not reach any of h b d and a,& G ! h & G ! b & G ! d G ! a,& G! b h & G! d b & G! a G! h,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'd', 'c']",make sure to not reach any of h b d and c,& G ! h & G ! b & G ! d G ! c,& G! b h & G! d b & G F c G F d,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'c', 'a', 'b']",make sure to not reach any of h c a and b,& G ! h & G ! c & G ! a G ! b,& G! c h & G! a c & G F b G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'a', 'd']",make sure to not reach any of h c a and d,& G ! h & G ! c & G ! a G ! d,& G! c h & G! a c & G F d G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'a']",make sure to not reach any of h c b and a,& G ! h & G ! c & G ! b G ! a,& G! c h & G! b c & G F a G F b,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'd']",make sure to not reach any of h c b and d,& G ! h & G ! c & G ! b G ! d,& G! c h & G! b c & G F d G F b,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'a']",make sure to not reach any of h c d and a,& G ! h & G ! c & G ! d G ! a,& G! c h & G! d c & G F a G F d,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'b']",make sure to not reach any of h c d and b,& G ! h & G ! c & G ! d G ! b,& G! c h & G! d c & G F b G F d,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'd', 'a', 'b']",make sure to not reach any of h d a and b,& G ! h & G ! d & G ! a G ! b,& G! d h & G! a d & G! b a G! h,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'a', 'c']",make sure to not reach any of h d a and c,& G ! h & G ! d & G ! a G ! c,& G! d h & G! a d & G F c G F a,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'b', 'a']",make sure to not reach any of h d b and a,& G ! h & G ! d & G ! b G ! a,& G! d h & G! b d & G! a b G F a,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'b', 'c']",make sure to not reach any of h d b and c,& G ! h & G ! d & G ! b G ! c,& G! d h & G! b d & G F c G F b,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'c', 'a']",make sure to not reach any of h d c and a,& G ! h & G ! d & G ! c G ! a,& G! d h & G! c d & G F a G F c,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'c', 'b']",make sure to not reach any of h d c and b,& G ! h & G ! d & G ! c G ! b,& G! d h & G! c d & G F b G F c,Syntax Error,& G ! d h,False
global_avoidance,"['a', 'b', 'c', 'd']",avoid going to a b c and d,& G ! a & G ! b & G ! c G ! d,& G! a & G! b a & G! c G! d,Syntax Error,& G ! a & G ! b a,False
global_avoidance,"['a', 'b', 'c', 'h']",avoid going to a b c and h,& G ! a & G ! b & G ! c G ! h,& G! a & G! b a & G! c b & G F h G F c,Syntax Error,& G ! a & G ! b a,False
global_avoidance,"['a', 'b', 'd', 'c']",avoid going to a b d and c,& G ! a & G ! b & G ! d G ! c,& G! a & G! b a & G! d b & G F c G F d,Syntax Error,& G ! a & G ! b a,False
global_avoidance,"['a', 'b', 'd', 'h']",avoid going to a b d and h,& G ! a & G ! b & G ! d G ! h,& G! a & G! b a & G! d G! h,Syntax Error,& G ! a & G ! b a,False
global_avoidance,"['a', 'b', 'h', 'c']",avoid going to a b h and c,& G ! a & G ! b & G ! h G ! c,& G! a & G! b a & G! h G! c,Syntax Error,& G ! a & G ! b a,False
global_avoidance,"['a', 'b', 'h', 'd']",avoid going to a b h and d,& G ! a & G ! b & G ! h G ! d,& G! a & G! b a & G! h G! d,Syntax Error,& G ! a & G ! b a,False
global_avoidance,"['a', 'c', 'b', 'd']",avoid going to a c b and d,& G ! a & G ! c & G ! b G ! d,& G! c a & G! b c & G F d G F b,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'b', 'h']",avoid going to a c b and h,& G ! a & G ! c & G ! b G ! h,& G! c a & G! b c & G F h G F b,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'd', 'b']",avoid going to a c d and b,& G ! a & G ! c & G ! d G ! b,& G! c a & G! d c & G F b G F d,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'd', 'h']",avoid going to a c d and h,& G ! a & G ! c & G ! d G ! h,& G! c a & G! d c & G F h G! a,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'h', 'b']",avoid going to a c h and b,& G ! a & G ! c & G ! h G ! b,& G! c a & G! h c & G F b G F h,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'h', 'd']",avoid going to a c h and d,& G ! a & G ! c & G ! h G ! d,& G! c a & G! h c & G F d G F h,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'd', 'b', 'c']",avoid going to a d b and c,& G ! a & G ! d & G ! b G ! c,& G! a & G! d a & G! b d & G F c G F b,Syntax Error,& G ! a & G ! d a,False
global_avoidance,"['a', 'd', 'b', 'h']",avoid going to a d b and h,& G ! a & G ! d & G ! b G ! h,& G! a & G! d a & G! b d & G F h G F b,Syntax Error,& G ! a & G ! d a,False
global_avoidance,"['a', 'd', 'c', 'b']",avoid going to a d c and b,& G ! a & G ! d & G ! c G ! b,& G! a & G! d a & G! c G! b,Syntax Error,& G ! a & G ! d a,False
global_avoidance,"['a', 'd', 'c', 'h']",avoid going to a d c and h,& G ! a & G ! d & G ! c G ! h,& G! a & G! d a & G! c G! h,Syntax Error,& G ! a & G ! d a,False
global_avoidance,"['a', 'd', 'h', 'b']",avoid going to a d h and b,& G ! a & G ! d & G ! h G ! b,& G! a & G! d a & G! h G! b,Syntax Error,& G ! a & G ! d a,False
global_avoidance,"['a', 'd', 'h', 'c']",avoid going to a d h and c,& G ! a & G ! d & G ! h G ! c,& G! a & G! d a & G! h G! c,Syntax Error,& G ! a & G ! d a,False
global_avoidance,"['a', 'h', 'b', 'c']",avoid going to a h b and c,& G ! a & G ! h & G ! b G ! c,& G! h a & G! b h & G F c G! a,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'b', 'd']",avoid going to a h b and d,& G ! a & G ! h & G ! b G ! d,& G! h a & G! b h & G F d G F b,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'c', 'b']",avoid going to a h c and b,& G ! a & G ! h & G ! c G ! b,& G! a & G! h a & G! c G! b,Syntax Error,& G ! a & G ! h a,False
global_avoidance,"['a', 'h', 'c', 'd']",avoid going to a h c and d,& G ! a & G ! h & G ! c G ! d,& G! h a & G! c h & G F d G F c,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'd', 'c']",avoid going to a h d and c,& G ! a & G ! h & G ! d G ! c,& G! h a & G! d h & G F c G! a,Syntax Error,& G ! h a,False
global_avoidance,"['b', 'a', 'c', 'd']",avoid going to b a c and d,& G ! b & G ! a & G ! c G ! d,& G! a b & G! c a & G F d G F c,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'c', 'h']",avoid going to b a c and h,& G ! b & G ! a & G ! c G ! h,& G! a b & G! c a & G F h G! b,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'd', 'c']",avoid going to b a d and c,& G ! b & G ! a & G ! d G ! c,& G! a b & G! d a & G F c G! b,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'd', 'h']",avoid going to b a d and h,& G ! b & G ! a & G ! d G ! h,& G! a b & G! d a & G F h G! b,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'h', 'c']",avoid going to b a h and c,& G ! b & G ! a & G ! h G ! c,& G! a b & G! h a & G F c G! b,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'h', 'd']",avoid going to b a h and d,& G ! b & G ! a & G ! h G ! d,& G! a b & G! h a & G! d h G! b,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'c', 'a', 'd']",avoid going to b c a and d,& G ! b & G ! c & G ! a G ! d,& G! c b & G! a c & G F d G F a,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'a', 'h']",avoid going to b c a and h,& G ! b & G ! c & G ! a G ! h,& G! c b & G! a c & G F h G F a,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'd', 'a']",avoid going to b c d and a,& G ! b & G ! c & G ! d G ! a,& G! c b & G! d c & G F a G F d,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'd', 'h']",avoid going to b c d and h,& G ! b & G ! c & G ! d G ! h,& G! c b & G! d c & G F h G F d,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'h', 'a']",avoid going to b c h and a,& G ! b & G ! c & G ! h G ! a,& G! c b & G! h c & G F a G F h,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'h', 'd']",avoid going to b c h and d,& G ! b & G ! c & G ! h G ! d,& G! c b & G! h c & G F d G F h,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'd', 'a', 'c']",avoid going to b d a and c,& G ! b & G ! d & G ! a G ! c,& G! d b & G! a d & G F c G F a,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'a', 'h']",avoid going to b d a and h,& G ! b & G ! d & G ! a G ! h,& G! d b & G! a d & G F h G F a,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'c', 'a']",avoid going to b d c and a,& G ! b & G ! d & G ! c G ! a,& G! d b & G! c d & G F a G F c,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'c', 'h']",avoid going to b d c and h,& G ! b & G ! d & G ! c G ! h,& G! d b & G! c d & G F h G F c,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'h', 'a']",avoid going to b d h and a,& G ! b & G ! d & G ! h G ! a,& G! d b & G! h d & G F a G F h,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'h', 'c']",avoid going to b d h and c,& G ! b & G ! d & G ! h G ! c,& G! d b & G! h d & G F c G! b,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'h', 'a', 'c']",avoid going to b h a and c,& G ! b & G ! h & G ! a G ! c,& G! h b & G! a h & G F c G! b,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'a', 'd']",avoid going to b h a and d,& G ! b & G ! h & G ! a G ! d,& G! h b & G! a h & G F d G F a,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'c', 'a']",avoid going to b h c and a,& G ! b & G ! h & G ! c G ! a,& G! h b & G! c h & G F a G F c,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'c', 'd']",avoid going to b h c and d,& G ! b & G ! h & G ! c G ! d,& G! h b & G! c h & G F d G F c,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'd', 'a']",avoid going to b h d and a,& G ! b & G ! h & G ! d G ! a,& G! h b & G! d h & G F a G! b,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'd', 'c']",avoid going to b h d and c,& G ! b & G ! h & G ! d G ! c,& G! h b & G! d h & G F c G! b,Syntax Error,& G ! h b,False
global_avoidance,"['c', 'a', 'b', 'd']",avoid going to c a b and d,& G ! c & G ! a & G ! b G ! d,& G! a c & G! b a & G F d G F b,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'b', 'h']",avoid going to c a b and h,& G ! c & G ! a & G ! b G ! h,& G! a c & G! b a & G F h G F b,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'd', 'b']",avoid going to c a d and b,& G ! c & G ! a & G ! d G ! b,& G! a c & G! d a & G F b G! c,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'd', 'h']",avoid going to c a d and h,& G ! c & G ! a & G ! d G ! h,& G! a c & G! d a & G F h G! c,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'h', 'b']",avoid going to c a h and b,& G ! c & G ! a & G ! h G ! b,& G! a c & G! h a & G F b G! c,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'h', 'd']",avoid going to c a h and d,& G ! c & G ! a & G ! h G ! d,& G! a c & G! h a & G F d G F h,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'b', 'a', 'd']",avoid going to c b a and d,& G ! c & G ! b & G ! a G ! d,& G! b c & G! a b & G F d G F a,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'a', 'h']",avoid going to c b a and h,& G ! c & G ! b & G ! a G ! h,& G! b c & G! a b & G F h G F a,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'd', 'a']",avoid going to c b d and a,& G ! c & G ! b & G ! d G ! a,& G! b c & G! d b & G F a G F d,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'd', 'h']",avoid going to c b d and h,& G ! c & G ! b & G ! d G ! h,& G! b c & G! d b & G F h G F d,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'h', 'a']",avoid going to c b h and a,& G ! c & G ! b & G ! h G ! a,& G! b c & G! h b & G F a G F h,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'h', 'd']",avoid going to c b h and d,& G ! c & G ! b & G ! h G ! d,& G! b c & G! h b & G F d G F h,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'd', 'a', 'b']",avoid going to c d a and b,& G ! c & G ! d & G ! a G ! b,& G! d c & G! a d & G F b G F a,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'a', 'h']",avoid going to c d a and h,& G ! c & G ! d & G ! a G ! h,& G! d c & G! a d & G F h G F a,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'b', 'a']",avoid going to c d b and a,& G ! c & G ! d & G ! b G ! a,& G! d c & G! b d & G F a G F b,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'b', 'h']",avoid going to c d b and h,& G ! c & G ! d & G ! b G ! h,& G! d c & G! b d & G F h G F b,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'h', 'a']",avoid going to c d h and a,& G ! c & G ! d & G ! h G ! a,& G! d c & G! h d & G F a G F h,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'h', 'b']",avoid going to c d h and b,& G ! c & G ! d & G ! h G ! b,& G! d c & G! h d & G F b G F h,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'h', 'a', 'b']",avoid going to c h a and b,& G ! c & G ! h & G ! a G ! b,& G! h c & G! a h & G F b G! c,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'a', 'd']",avoid going to c h a and d,& G ! c & G ! h & G ! a G ! d,& G! h c & G! a h & G F d G F a,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'b', 'a']",avoid going to c h b and a,& G ! c & G ! h & G ! b G ! a,& G! h c & G! b h & G F a G F b,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'b', 'd']",avoid going to c h b and d,& G ! c & G ! h & G ! b G ! d,& G! h c & G! b h & G F d G F b,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'd', 'a']",avoid going to c h d and a,& G ! c & G ! h & G ! d G ! a,& G! h c & G! d h & G F a G F d,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'd', 'b']",avoid going to c h d and b,& G ! c & G ! h & G ! d G ! b,& G! h c & G! d h & G F b G! c,Syntax Error,& G ! h c,False
global_avoidance,"['d', 'a', 'b', 'c']",avoid going to d a b and c,& G ! d & G ! a & G ! b G ! c,& G! a d & G! b a & G F c G! d,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'b', 'h']",avoid going to d a b and h,& G ! d & G ! a & G ! b G ! h,& G! a d & G! b a & G F h G! d,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'c', 'b']",avoid going to d a c and b,& G ! d & G ! a & G ! c G ! b,& G! a d & G! c a & G F b G F c,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'c', 'h']",avoid going to d a c and h,& G ! d & G ! a & G ! c G ! h,& G! a d & G! c a & G F h G! d,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'h', 'b']",avoid going to d a h and b,& G ! d & G ! a & G ! h G ! b,& G! a d & G! h a & G! b h G! d,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'h', 'c']",avoid going to d a h and c,& G ! d & G ! a & G ! h G ! c,& G! a d & G! h a & G F c G! d,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'b', 'a', 'c']",avoid going to d b a and c,& G ! d & G ! b & G ! a G ! c,& G! b d & G! a b & G F c G F a,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'a', 'h']",avoid going to d b a and h,& G ! d & G ! b & G ! a G ! h,& G! b d & G! a b & G F h G F a,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'c', 'a']",avoid going to d b c and a,& G ! d & G ! b & G ! c G ! a,& G! b d & G! c b & G F a G F c,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'c', 'h']",avoid going to d b c and h,& G ! d & G ! b & G ! c G ! h,& G! b d & G! c b & G F h G F c,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'h', 'a']",avoid going to d b h and a,& G ! d & G ! b & G ! h G ! a,& G! b d & G! h b & G F a G F h,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'h', 'c']",avoid going to d b h and c,& G ! d & G ! b & G ! h G ! c,& G! b d & G! h b & G F c G! d,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'c', 'a', 'b']",avoid going to d c a and b,& G ! d & G ! c & G ! a G ! b,& G! c d & G! a c & G F b G F a,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'a', 'h']",avoid going to d c a and h,& G ! d & G ! c & G ! a G ! h,& G! c d & G! a c & G F h G F a,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'b', 'a']",avoid going to d c b and a,& G ! d & G ! c & G ! b G ! a,& G! c d & G! b c & G F a G F b,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'b', 'h']",avoid going to d c b and h,& G ! d & G ! c & G ! b G ! h,& G! c d & G! b c & G F h G F b,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'h', 'a']",avoid going to d c h and a,& G ! d & G ! c & G ! h G ! a,& G! c d & G! h c & G F a G F h,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'h', 'b']",avoid going to d c h and b,& G ! d & G ! c & G ! h G ! b,& G! c d & G! h c & G F b G F h,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'h', 'a', 'b']",avoid going to d h a and b,& G ! d & G ! h & G ! a G ! b,& G! h d & G! a h & G F b G! d,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'a', 'c']",avoid going to d h a and c,& G ! d & G ! h & G ! a G ! c,& G! h d & G! a h & G F c G! d,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'b', 'a']",avoid going to d h b and a,& G ! d & G ! h & G ! b G ! a,& G! h d & G! b h & G F a G F b,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'b', 'c']",avoid going to d h b and c,& G ! d & G ! h & G ! b G ! c,& G! h d & G! b h & G F c G! d,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'c', 'a']",avoid going to d h c and a,& G ! d & G ! h & G ! c G ! a,& G! h d & G! c h & G F a G F c,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'c', 'b']",avoid going to d h c and b,& G ! d & G ! h & G ! c G ! b,& G! h d & G! c h & G F b G F c,Syntax Error,& G ! h d,False
global_avoidance,"['h', 'a', 'b', 'c']",avoid going to h a b and c,& G ! h & G ! a & G ! b G ! c,& G! a h & G! b a & G F c G! c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'b', 'd']",avoid going to h a b and d,& G ! h & G ! a & G ! b G ! d,& G! a h & G! b a & G F d G F b,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'c', 'b']",avoid going to h a c and b,& G ! h & G ! a & G ! c G ! b,& G! a h & G! c a & G F b G F c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'c', 'd']",avoid going to h a c and d,& G ! h & G ! a & G ! c G ! d,& G! a h & G! c a & G F d G F c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'd', 'b']",avoid going to h a d and b,& G ! h & G ! a & G ! d G ! b,& G! a h & G! d a & G F b G! h,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'd', 'c']",avoid going to h a d and c,& G ! h & G ! a & G ! d G ! c,& G! a h & G! d a & G F c G! c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'b', 'a', 'c']",avoid going to h b a and c,& G ! h & G ! b & G ! a G ! c,& G! b h & G! a b & G F c G F a,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'a', 'd']",avoid going to h b a and d,& G ! h & G ! b & G ! a G ! d,& G! b h & G! a b & G F d G F a,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'c', 'a']",avoid going to h b c and a,& G ! h & G ! b & G ! c G ! a,& G! b h & G! c b & G F a G F c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'c', 'd']",avoid going to h b c and d,& G ! h & G ! b & G ! c G ! d,& G! b h & G! c b & G F d G F c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'd', 'a']",avoid going to h b d and a,& G ! h & G ! b & G ! d G ! a,& G! b h & G! d b & G F a G F d,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'd', 'c']",avoid going to h b d and c,& G ! h & G ! b & G ! d G ! c,& G! b h & G! d b & G F c G! c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'c', 'a', 'b']",avoid going to h c a and b,& G ! h & G ! c & G ! a G ! b,& G! c h & G! a c & G F b G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'a', 'd']",avoid going to h c a and d,& G ! h & G ! c & G ! a G ! d,& G! c h & G! a c & G F d G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'a']",avoid going to h c b and a,& G ! h & G ! c & G ! b G ! a,& G! c h & G! b c & G F a G F b,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'd']",avoid going to h c b and d,& G ! h & G ! c & G ! b G ! d,& G! c h & G! b c & G F d G F b,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'a']",avoid going to h c d and a,& G ! h & G ! c & G ! d G ! a,& G! c h & G! d c & G F a G F d,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'b']",avoid going to h c d and b,& G ! h & G ! c & G ! d G ! b,& G! c h & G! d c & G F b G F d,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'd', 'a', 'b']",avoid going to h d a and b,& G ! h & G ! d & G ! a G ! b,& G! d h & G! a d & G F b G F a,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'a', 'c']",avoid going to h d a and c,& G ! h & G ! d & G ! a G ! c,& G! d h & G! a d & G F c G F a,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'b', 'a']",avoid going to h d b and a,& G ! h & G ! d & G ! b G ! a,& G! d h & G! b d & G F a G F b,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'b', 'c']",avoid going to h d b and c,& G ! h & G ! d & G ! b G ! c,& G! d h & G! b d & G F c G F b,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'c', 'a']",avoid going to h d c and a,& G ! h & G ! d & G ! c G ! a,& G! d h & G! c d & G F a G F c,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'c', 'b']",avoid going to h d c and b,& G ! h & G ! d & G ! c G ! b,& G! d h & G! c d & G F b G F c,Syntax Error,& G ! d h,False
global_avoidance,"['a', 'c', 'b', 'd']",a c b and d must never be visited,& G ! a & G ! c & G ! b G ! d,& G! a & G! c a & G! b G! d,Syntax Error,& G ! a & G ! c a,False
global_avoidance,"['a', 'c', 'b', 'h']",a c b and h must never be visited,& G ! a & G ! c & G ! b G ! h,& G! a & G! c a & G! b G! h,Syntax Error,& G ! a & G ! c a,False
global_avoidance,"['a', 'c', 'd', 'b']",a c d and b must never be visited,& G ! a & G ! c & G ! d G ! b,& G! a & G! c a & G! d G! b,Syntax Error,& G ! a & G ! c a,False
global_avoidance,"['a', 'c', 'd', 'h']",a c d and h must never be visited,& G ! a & G ! c & G ! d G ! h,& G! a & G! c a & G! d G! h,Syntax Error,& G ! a & G ! c a,False
global_avoidance,"['a', 'c', 'h', 'b']",a c h and b must never be visited,& G ! a & G ! c & G ! h G ! b,& G! a & G! c a & G! h G! b,Syntax Error,& G ! a & G ! c a,False
global_avoidance,"['a', 'c', 'h', 'd']",a c h and d must never be visited,& G ! a & G ! c & G ! h G ! d,& G! a & G! c a & G! h G! d,Syntax Error,& G ! a & G ! c a,False
global_avoidance,"['a', 'd', 'b', 'c']",a d b and c must never be visited,& G ! a & G ! d & G ! b G ! c,& G! a & G! d a & G! b G! c,Syntax Error,& G ! a & G ! d a,False
